el,en
totalitarianism,ολοκληρωτισμός
to tempt,βάζω σε πειρασμό
to the best of my knowledge,από όσα ξέρω
to the last,μέχρι τέλους
to the point where,σε ένα βαθμό που
to the tune of,στο ποσό
totter,τρεκλίζω
touch,συγκινώ
touch down,προσγειώνομαι
touching,συγκινητικός
touch on,αναφέρομαι σε
touch on the subject,άπτομαι του θέματος
touch screen,οθόνη αφής
touch up,εκλεπτύνω
touchy,εύθικτος
tough,σκληρός
toughen,σκληραίνω
tough measures,σκληρά μέτρα
toupι,ποστίς
tour,περιοδεύω
tour guide,ξεναγός
tourism,τουρισμός
tourist,τουρίστας
tourist attraction,τουριστικό αξιοθέατο
tournament,τουρνουά
to vanish,εξαφανίζομαι
tow,ρυμουλκώ
toward,προς
towards,προς
towel,πετσέτα
tower,πύργος
tower above,δεσπόζω
towering,που δεσπόζει
to whip,νικώ
to withdraw,κάνω ανάληψη
town,πόλη
town hall,δημαρχείο
townsman,αστός
tow-rope,σχοινί ρυμούλκησης
toxic,τοξικός
toy,παιχνίδι
toy horse,αλογάκι
toy with,παίζω με
tperish,πεθαίνω
trace,ανακαλύπτω
trace back,ανατρέχω
trace back to,ακολουθώ τα ίχνη μέχρι
trachea,τραχεία
trachoma,τράχωμα
tracing,ανίχνευση
track,ανιχνεύω
track down,ανιχνεύω
tracking,ανίχνευση
tracks,ράγες
tracksuit,αθλητική φόρμα
tractor,τρακτέρ
trade,επιτήδευμα
trade mark,σήμα κατατεθέν
tradesman,τεχνίτης
trade unions,τα συνδικάτα
tradewinds,αληγείς άνεμοι
tradition,παράδοση
traditional,παραδοσιακός
traditional costume,παραδοσιακό ντύσιμο
traditionally,παραδοσιακά
traffic,δοσοληψία
traffic jam,μποτιλιάρισμα
traffic light,φανάρι
traffic lights,φανάρια
traffic offence,παράβαση του ΚΟΚ
traffic police,τροχαία
traffic warden,τροχονόμος
tragedy,τραγωδία
tragic,τραγικός
tragically,τραγικά
trail,ίχνος
trailer,νταλίκα
train,τρένο
trainee,εκπαιδευόμενος
trainer,προπονητής
trainers,αθλητικά παπούτσια
training,προπονούμενος
training session,προπόνηση
training shoes,αθλητικά παπούτσια
trait,χαρακτηριστικό
traitor,προδότης
tram,τραμ
tramp,μόρτης
trample,τσαλαπατώ
trance,ύπνωση
tranquil,γαλήνιος
tranquillity,ησυχασμός
tranquillizer,ηρεμιστικό
transaction,συναλλαγή
transatlantic,υπερατλαντικός
transfer,μετάθεση
transference,μεταγραφή
transform,μετουσιώνω
transformation,μεταμόρφωση
transformer,μετασχηματιστής
transfusion,μετάγγιση
transgress,παραβαίνω
transgression,παράβαση
transistion,αλλαγή
transistional,μεταβατικός
transistor,τρανζίστορ
transistor radio,τρανσιστοράκι
transition,μετάβαση
transitional period,μεταβατική περίοδος
transitive verb,μεταβατικό ρήμα
translate,μεταφράζω
translation,μετάφραση
translocation,μετατόπιση
transmission,μεταβίβαση
transmit,μεταδίδω
transmitter,διαβιβαστής
transnational,διεθνικός
transparency,διαφάνεια
transparent,διαφανής
transplant,μεταμόσχευση
transplantation,μεταμόσχευση
transport,μεταφέρω
transport cafι,εστιατόριο για φορτηγατζήδες
transubstantiate,μετουσιώνω
trap,παγίδα
trapeze,τραπέζιο
trapeze artist,ακροβάτης
trapezoid,τραπεζοειδής
trapped,παγιδευμένος
traumatic,τραυματικός
travel,ταξιδεύω
travel agency,ταξιδιωτικό πρακτορείο
traveller,ταξιδιώτης
traveller's cheque,ταξιδιωτική επιταγή
travel sickness,ναυτία
travel through time,ταξιδεύω στο χρόνο
trawler,τράτα
tray,δίσκος
treacherous,προδοτικός
treacherously,προδοτικά
tread,τσαλαπατώ
tread on,πατώ
tread on feet,ξενυχιάζω
tread the boards,βγαίνω στην σκηνή
treason,προδοσία
treasonous,που έχει σχέση με προδοσία
treasure,θησαυρός
treasurer,ταμίας
treasury,θησαυροφυλάκιο
treasury bonds,έντοκα γραμμάτια
treat,μεταχειρίζομαι
treat for,θεραπεύω
treatise,πραγματεία
treatment,μεταχείριση
treaty,συνθήκη
treble,τριπλασιάζω
tree,δέντρο
treehouse,σπιτάκι φτιαγμένο σε δέντρο
trek,οδοιπορία
trellis,δικτυωτό
tremble,τρέμω
trembling,που τρέμει
tremor,τρεμούλιασμα
trench,χαράκωμα
trenchant,διεισδυτικός
trend,μόδα
trendy,της μόδας
trepanation,κρανιοτομία
trephining,κρανιοτομία
trepidation,ταραχή
trespasser,καταπατητής
trespassers will be prosecuted,διώκονται οι παραβάτες
triadic,τριαδικός
triage,διαλογή
trial,δίκη
trial and error,δοκιμή και πλάνη
trial period,δοκιμαστική περίοδος
triangle,τρίγονο
triangulation,τριγωνομέτρηση
tribe,φάρα
tribunal,επιτροπή
tribute,φόρος τιμής
trick,κομπίνα
trickery,απάτη
trickle,στάζω
trick of the light,παιχνίδισμα του φωτός
tricks,τρικ
trickster,κομπιναδόρος
tricky,δύσκολος
tricky job,περίπλοκη διαδικασία
trident,τρίαινα
tried and tested,δοκιμασμένος
trifle,πραγματάκι
trifles,ασήμαντα πράγματα
trigger,σκανδάλη
trigger happy,πολεμοχαρής
trill,τρίλια
trilogy,τριλογία
trim,ψαλιδίζω
trimmed with fur,διακοσμημένο με γούνα
trinity,τριάδα
trinket,ασήμαντο μικρο αντικείμενο
trio,τριάδα
trip,ταξιδάκι
tripe,στομάχι ζώων
triplane,τριπλάνο
triplets,τρίδυμα
tripod,τρίποδας
trip over,σκοντάφτω
trite,κοινότυπος
triumph,θρίαμβος
triumphant,θριαμβευτικός
triumphantly,θριαμβευτικά
trivial,ασήμαντος
trochlea,τροχίλια
trochlearis muscle,άνω λοξός μυς του οφθαλμού
troop of cavalry,ίλη
troops,στρατεύματα
trophy,κύπελλο
tropical,τροπικός
troposphere,τροπόσφαιρα
trot,τριποδίζω
trouble,ταλαιπωρία
troubled,προβληματισμένος
troublefree,χωρίς φασαρίες
troublemaker,ταραξίας
trouble-plagued,γεμάτος από προβλήματα
troubles,βάσανα
troublespot,επίκεντρο προβλημάτων
trounce,σε τρώω λάχανο
trousers,περισκελίδα
trout,πέστροφα
trowel,μυστρί
truce,ανακωχή
truck,ανοικτό φορτηγάκι
truculent,άγριος
trudge,βαδίζω αργά κουρασμένα
true,αληθής
true-blue royalist,ακραιφνής βασιλόφρονος
true to form,ως συνήθως
truffle,τρούφα
trump,παίζω το ατού μου
trumped up charges,σκευωρία
trumpet,τρομπέτα
truncheon,κλόμπ
trunk,μπαούλο
trunks,μαγιό ανδρικό
trust,εμπιστοσύνη
trusted,έμπιστος
trustee,διαχειριστής
trusting,γεμάτος εμπιστοσύνη
trustworthy,άξιος εμπιστοσύνης
truth,αλήθεια
try,δοκιμάζω
try hard,πασχίζω
trying,δύσκολος
try on,δοκιμάζω
try out,δοκιμάζω
tsar,τσάρος
T-shirt,μπλουζάκι
t-shirt,μπλουζάκι
tub,σαπιοκάραβο
tube,σωλήνας
tubercolosis,φυματίωση
tube worm,σωληνοσκώληκας
tubing,σωλήνηση
tubular,σωληνοειδής
tuck,πιέτα
tucked away,χωμένος
Tuesday,Τρίτη
tuesday,Τρίτη
tufa,πορθώλιθος
tufted duck,τσικνόπαπια
tug,τράβηγμα
tug of war,διελκυνστίδα
tuition,διδασκαλία
tulip,τουλίπα
tumble,κατρακυλώ
tumble-down,ετοιμόρροπος
tumble dryer,στεγνοτήρι
tumble to,αντιλαμβάνομαι
tumescent,πρησμένος
tumour,όγκος
tumult,παραζάλη
tundra,τούνδρα
tune,μελωδία
tune in,συντονίζω
tune into,πιάνω σταθμό
tune in to,πιάνω σταθμό
tune up,κουρδίζω
tunnel,σήραγγα
tunny,τόνος
turban,σαρίκι
turbid,θολός
turboprop,στροβιλοκίνητο αεροπλάνο
turbot,καλκάνι
turbulent,θυελλώδης
turd,κουράδα
turgid,σπαργικός
turgor,σπαργή
Turkey,Τουρκία
turkey,γαλοπούλα
Turkish,Τούρκος
turkish,Τούρκος
Turkish bath,χαμάμ
turkish bath,χαμάμ
Turkish delight,λουκούμι
turkish delight,λουκούμι
turmeric,τέρμινθος
turmoil,φασαρία
turn,στροφή
turn a blind eye to,κάνω τα στραβά μάτια
turn back,γυρίζω πίσω
turn down,απορρίπτω
turn down the heat,χαμηλώνω την φωτιά
turner,τορνευτής
turn from,στρέφομαι αλλού
turning,στροφή
turn into,μεταμορφώνομαι
turn into a nervous wreck,μεταβάλλω σε ψυχικό ράκος
turnkey,δεσμοφύλακας
turn on,ανοίγω
turn one's attention to,στρέφω την προσοχή να
turn one's back,γυρίζω την πλάτη
turn out,παράγω
turn out of,κάνω έξωση
turnover,τζίρος
turn over,αλλάζω κανάλι
turn over a new leaf,κάνω μία καινούρια αρχή
turn over the page,γυρίζω σελίδα
turnstone,χαλικοκυλιστής
turn the radio down,χαμηλώνω την φωνή του ράδιου
turn the radio up,δυναμώνω την φωνή του ράδιου
turn the sound down,χαμηλώνω την φωνή
turn the sound up,ανοίγω την φωνή
turn to,απευθύνομαι
turn to one's advantage,αξιοποιώ
turn to page 34,πηγαίνετε στην σελίδα 34
turn topsy turvy,φέρνω τα πάνω κάτω
turn turtle,μπατάρω
turn up,ανασηκώνω το γιακά
turn upside down,φέρνω τα πάνω κάτω
turn white,ασπρίζω
turn α blind eye to,εθελοτυφλώ
turquoise,γαλάζιος
turtle,χελώνας
turtle dove,τρυγόνα
tusk,χαυλιόδοντας
tutor,δάσκαλος
tuxedo,σμόκιν
TV set,η τηλεόραση
tv set,η τηλεόραση
twaddle,κουραφέξαλα
twang,έρρινος τόνος
tweed,μάλλινο σκωτικό ύφασμα
twelfth,δωδέκατος
twelve,δώδεκα
twentieth,εικοστός
twenty,είκοσι
twenty miles an hour,20 μίλια την ώρα
twice,δυο φορές
twice a week,δυο φορές την εβδομάδα
twig,κλαδάκι
twilight,λυκόφως
twin,διδυμος
twinkle,ακτινοβολώ
twinkling,λαμπερός
twins,δίδυμα
twist,πλοκή
twisted,στραπατσαρισμένος
twister,κυκλώνας
twisting,φιδωτός
twitter,τερετίζω
two,δυο
two door,δίπορτος
